15동 404호(칸막이),법오 작은방(평상),15동 404호(칸막이)
법오 작은방(평상),법오 큰방(칸막이),서암(평상)
국산(칸막이),법오 작은방(평상),서암(평상)
서암(평상),국산(칸막이),법오 골방(칸막이)
서암(평상),15동 401호(칸막이),15동 404호(칸막이)
15동 404호(칸막이),법오 골방(칸막이),국산(칸막이)
법오 작은방(평상),15동 404호(칸막이),서암(평상)
법오 큰방(평상),15동 401호(칸막이),법오 골방(칸막이)
15동 401호(칸막이),15동 401호(칸막이),국산(칸막이)
15동 401호(칸막이),15동 404호(칸막이),국산(칸막이)
법오 골방(칸막이),15동 404호(칸막이),법오 작은방(평상)
15동 401호(칸막이),15동 404호(칸막이),국산(칸막이)
15동 401호(칸막이),법오 골방(칸막이),법오 큰방(평상)
15동 404호(칸막이),법오 작은방(평상),국산(칸막이)
법오 큰방(평상),서암(평상),법오 큰방(평상)
법오 큰방(칸막이),법오 골방(칸막이),서암(평상)
15동 404호(칸막이),법오 작은방(평상),법오 큰방(칸막이)
15동 404호(칸막이),법오 큰방(칸막이),법오 작은방(평상)
국산(칸막이),법오 작은방(평상),법오 큰방(칸막이)
15동 401호(칸막이),법오 큰방(칸막이),서암(평상)
법오 큰방(칸막이),15동 404호(칸막이),국산(칸막이)
15동 404호(칸막이),법오 큰방(칸막이),법오 골방(칸막이)
법오 작은방(평상),국산(칸막이),서암(평상)
서암(평상),법오 골방(칸막이),법오 골방(칸막이)
15동 404호(칸막이),15동 404호(칸막이),15동 404호(칸막이)
서암(평상),법오 골방(칸막이),국산(칸막이)
15동 401호(칸막이),15동 401호(칸막이),법오 큰방(평상)
15동 404호(칸막이),법오 골방(칸막이),서암(평상)
법오 큰방(평상),서암(평상),법오 작은방(평상)
법오 작은방(평상),15동 401호(칸막이),법오 작은방(평상)
법오 작은방(평상),15동 401호(칸막이),법오 작은방(평상)
15동 401호(칸막이),15동 404호(칸막이),법오 작은방(평상)
15동 401호(칸막이),법오 큰방(칸막이),국산(칸막이)
법오 골방(칸막이),서암(평상),법오 골방(칸막이)
법오 큰방(칸막이),국산(칸막이),국산(칸막이)
국산(칸막이),법오 큰방(평상),법오 큰방(칸막이)
법오 작은방(평상),법오 큰방(칸막이),법오 골방(칸막이)
법오 골방(칸막이),15동 401호(칸막이),국산(칸막이)
법오 골방(칸막이),법오 큰방(칸막이),법오 작은방(평상)
법오 골방(칸막이),국산(칸막이),법오 작은방(평상)
법오 큰방(칸막이),법오 큰방(평상),국산(칸막이)
서암(평상),서암(평상),15동 404호(칸막이)
15동 401호(칸막이),15동 401호(칸막이),법오 큰방(평상)
법오 큰방(칸막이),15동 401호(칸막이),서암(평상)
국산(칸막이),법오 작은방(평상),서암(평상)
법오 골방(칸막이),국산(칸막이),서암(평상)
